[Network]
Network Settings
RECORDNAME,DATA
UTDFVERSION,8
Metric,0
yellowTime,3.5
allRedTime,1.0
Walk,7.0
DontWalk,11.0
HV,0.02
PHF,0.92
DefWidth,12
DefFlow,1900
vehLength,25
heavyvehlength,45
criticalgap,4.5
followuptime,2.5
stopthresholdspeed,5.0
criticalmergegap,3.7
growth,1.00
PedSpeed,3.5
LostTimeAdjust,0.0

[Nodes]
Node Data
INTID,TYPE,X,Y,Z,DESCRIPTION,CBD,Inside Radius,Outside Radius,Roundabout Lanes,Circle Speed
1,1,374,975,0,,,,,,
2,1,1629,969,0,,,,,,
3,0,1001,972,0,,,,,,
4,1,990,-285,0,,,,,,
5,2,1013,2244,0,,,,,,
6,2,3408,8965,0,,,,,,
7,1,10366,8913,0,,,,,,
8,3,7477,8957,0,,,,,,
9,1,8840,7023,0,,,,,,
10,1,1648,10768,0,,,,,,
Lanes,17,1,,0,,,,,2,0,0,1,,,,,
Shared,17,2,,,,,,,0,,0,0,,,,,
Width,17,12,,12,,,,,12,12,12,12,,,,,
Storage,17,,,,,,,,,,,,,,,,
Taper,17,,,,,,,,,,,,,,,,
StLanes,17,,,,,,,,,,,,,,,,
Grade,17,,,,,,,,,,,,,,,,
Speed,17,30,,,,,,,30,,,30,,,,,
SignControl,17,1,,,,,,,0,,,0,,,,,
IdealFlow,17,1900,,1900,,,,,1900,1900,1900,1900,,,,,
SatFlow,17,1863,,0,,,,,3539,0,0,1863,,,,,
SatFlowPerm,17,1863,,0,,,,,3539,0,0,1863,,,,,
Allow RTOR,17,1,,1,,,,,1,1,1,1,,,,,
SatFlowRTOR,17,0,,0,,,,,0,0,0,0,,,,,
Volume,17,0,,0,,,,,0,0,0,0,,,,,
Peds,17,0,,0,,,,,0,0,0,0,,,,,
Bicycles,17,0,,0,,,,,0,0,0,0,,,,,
PHF,17,0.92,,0.92,,,,,0.92,0.92,0.92,0.92,,,,,
Growth,17,100,,100,,,,,100,100,100,100,,,,,
HeavyVehicles,17,2,,2,,,,,2,2,2,2,,,,,
BusStops,17,0,,0,,,,,0,0,0,0,,,,,
Midblock,17,0,,,,,,,0,,,0,,,,,
Distance,17,265,,,,,,,2932,,,1137,,,,,
TravelTime,17,6.0,,,,,,,66.6,,,25.8,,,,,
Right Channeled,17,,,0,,,,,,0,,0,,,,,
Alignment,17,0,,1,,,,,0,1,0,0,,,,,
Enter Blocked,17,0,,0,,,,,0,0,0,0,,,,,
HeadwayFact,17,1.00,,1.00,,,,,1.00,1.00,1.00,1.00,,,,,
Turning Speed,17,15,,9,,,,,60,9,15,60,,,,,
FirstDetect,17,20,,,,,,,100,,,100,,,,,
LastDetect,17,0,,,,,,,0,,,0,,,,,
Exit Lanes,17,0,,,,,,,0,,,0,,,,,
CBD,17,0,,,,,,,,,,,,,,,
Lane Group Flow,17,0,,0,,,,,0,0,0,0,,,,,

[Timeplans]
Timing Plan Settings
RECORDNAME,INTID,DATA
Control Type,3,3
Cycle Length,3,45.0
Lock Timings,3,0
Referenced To,3,0
Reference Phase,3,206
Offset,3,0.0
Master,3,0
Yield,3,0
Node 0,3,3
Node 1,3,0
Control Type,12,3
Cycle Length,12,55.0
Lock Timings,12,0
Referenced To,12,0
Reference Phase,12,206
Offset,12,0.0
Master,12,0
Yield,12,0
Node 0,12,12
Node 1,12,0

[Phases]
Phasing Data
RECORDNAME,INTID,D1,D2,D3,D4,D5,D6,D7,D8
BRP,3,111,112,211,212,121,122,221,222
MinGreen,3,,5,,5,,5,,5
MaxGreen,3,,18,,18,,18,,18
VehExt,3,,3,,3,,3,,3
TimeBeforeReduce,3,,0,,0,,0,,0
TimeToReduce,3,,0,,0,,0,,0
MinGap,3,,3,,3,,3,,3
Yellow,3,,3.5,,3.5,,3.5,,3.5
AllRed,3,,1,,1,,1,,1
Recall,3,,3,,0,,3,,0
Walk,3,,7,,7,,7,,7
DontWalk,3,,11,,11,,11,,11
PedCalls,3,,0,,0,,0,,0
MinSplit,3,,22.5,,22.5,,22.5,,22.5
DualEntry,3,,1,,1,,1,,1
InhibitMax,3,,1,,1,,1,,1
Start,3,,0,,22.5,,0,,22.5
End,3,,22.5,,0,,22.5,,0
Yield,3,,18,,40.5,,18,,40.5
Yield170,3,,7,,40.5,,7,,40.5
LocalStart,3,,0,,22.5,,0,,22.5
LocalYield,3,,18,,40.5,,18,,40.5
LocalYield170,3,,7,,40.5,,7,,40.5
ActGreen,3,,40.5,,0,,40.5,,0
BRP,12,111,112,211,212,121,122,221,222
MinGreen,12,,5,5,5,,5,,5
MaxGreen,12,,18.5,5,18,,18.5,,27.5
VehExt,12,,3,3,3,,3,,3
TimeBeforeReduce,12,,0,0,0,,0,,0
TimeToReduce,12,,0,0,0,,0,,0
MinGap,12,,3,3,3,,3,,3
Yellow,12,,3.5,3.5,3.5,,3.5,,3.5
AllRed,12,,1,1,1,,1,,1
Recall,12,,3,0,0,,3,,0
Walk,12,,7,,7,,7,,7
DontWalk,12,,11,,11,,11,,11
PedCalls,12,,0,,0,,0,,0
MinSplit,12,,22.5,9.5,22.5,,22.5,,22.5
DualEntry,12,,1,0,1,,1,,1
InhibitMax,12,,1,1,1,,1,,1
Start,12,,0,23,32.5,,0,,23
End,12,,23,32.5,0,,23,,0
Yield,12,,18.5,28,50.5,,18.5,,50.5
Yield170,12,,7.5,28,50.5,,7.5,,50.5
LocalStart,12,,0,23,32.5,,0,,23
LocalYield,12,,18.5,28,50.5,,18.5,,50.5
LocalYield170,12,,7.5,28,50.5,,7.5,,50.5
ActGreen,12,,50.5,0,0,,50.5,,0

