Positioning Distance2,37,,,,,1468,1760,2640,1760
Curve Pt X,37,,,,,,,,
Curve Pt Y,37,,,,,,,,
Curve Pt Z,37,,,,,,,,
Link Is Hidden,37,,,,,false,false,false,false
Street Name Is Hidden,37,,,,,false,false,false,false
Up ID,38,,,,,37,,,
Lanes,38,,,,,1,,,
Name,38,,,,,Swanson Ave,,,
Distance,38,,,,,282,,,
Speed,38,,,,,30,,,
Time,38,,,,,6.4,,,
Grade,38,,,,,0,,,
Median,38,,,,,12,,,
Offset,38,,,,,0,,,
TWLTL,38,,,,,0,,,
Crosswalk Width,38,,,,,16,,,
Mandatory Distance,38,,,,,200,,,
Mandatory Distance2,38,,,,,1320,,,
Positioning Distance,38,,,,,880,,,
Positioning Distance2,38,,,,,1760,,,
Curve Pt X,38,,,,,,,,
Curve Pt Y,38,,,,,,,,
Curve Pt Z,38,,,,,,,,
Link Is Hidden,38,,,,,false,,,
Street Name Is Hidden,38,,,,,false,,,
Up ID,39,,,,,,,,37
Lanes,39,,,,,,,,1
Name,39,,,,,,,,Swanson Ave
Distance,39,,,,,,,,215
Speed,39,,,,,,,,30
Time,39,,,,,,,,4.9
Grade,39,,,,,,,,0
Median,39,,,,,,,,12
Offset,39,,,,,,,,0
TWLTL,39,,,,,,,,0
Crosswalk Width,39,,,,,,,,16
Mandatory Distance,39,,,,,,,,200
Mandatory Distance2,39,,,,,,,,1320
Positioning Distance,39,,,,,,,,880
Positioning Distance2,39,,,,,,,,1760
Curve Pt X,39,,,,,,,,
Curve Pt Y,39,,,,,,,,
Curve Pt Z,39,,,,,,,,
Link Is Hidden,39,,,,,,,,false
Street Name Is Hidden,39,,,,,,,,false
Up ID,40,,,,,41,45,37,42
Lanes,40,,,,,2,4,3,2
Name,40,,,,,Smoketree Ave,SR95,SR95,Smoketree Ave
Distance,40,,,,,328,2330,2011,301
Speed,40,,,,,35,30,30,35
Time,40,,,,,6.4,53.0,45.7,5.9
Grade,40,,,,,0,0,0,0
Median,40,,,,,12,12,12,12
Offset,40,,,,,0,0,0,0
TWLTL,40,,,,,0,0,0,0
Crosswalk Width,40,,,,,16,16,16,16
Mandatory Distance,40,,,,,229,229,229,229
Mandatory Distance2,40,,,,,1539,1320,1320,1539
Positioning Distance,40,,,,,1026,880,880,1026
Positioning Distance2,40,,,,,2052,1760,1760,2052
Curve Pt X,40,,,,,,16969,,
Curve Pt Y,40,,,,,,23726,,
Curve Pt Z,40,,,,,,0,,
Link Is Hidden,40,,,,,false,false,false,false
Street Name Is Hidden,40,,,,,false,false,false,false
Up ID,41,,,,,,,,40
Lanes,41,,,,,,,,1
Name,41,,,,,,,,Smoketree Ave
Distance,41,,,,,,,,328
Speed,41,,,,,,,,30
Time,41,,,,,,,,7.5
Grade,41,,,,,,,,0
Median,41,,,,,,,,12
Offset,41,,,,,,,,0
TWLTL,41,,,,,,,,0
Crosswalk Width,41,,,,,,,,16
Mandatory Distance,41,,,,,,,,200
Mandatory Distance2,41,,,,,,,,1320
Positioning Distance,41,,,,,,,,880
Positioning Distance2,41,,,,,,,,1760
Curve Pt X,41,,,,,,,,
Curve Pt Y,41,,,,,,,,
Curve Pt Z,41,,,,,,,,
Link Is Hidden,41,,,,,,,,false
Street Name Is Hidden,41,,,,,,,,false
Up ID,42,,,,,40,,,
Lanes,42,,,,,1,,,
Name,42,,,,,Smoketree Ave,,,
Distance,42,,,,,301,,,
Speed,42,,,,,30,,,
Time,42,,,,,6.8,,,
Grade,42,,,,,0,,,
Median,42,,,,,12,,,
Offset,42,,,,,0,,,
TWLTL,42,,,,,0,,,
Crosswalk Width,42,,,,,16,,,
Mandatory Distance,42,,,,,200,,,
Mandatory Distance2,42,,,,,1320,,,
Positioning Distance,42,,,,,880,,,
Positioning Distance2,42,,,,,1760,,,
Curve Pt X,42,,,,,,,,
Curve Pt Y,42,,,,,,,,
Curve Pt Z,42,,,,,,,,
Link Is Hidden,42,,,,,false,,,
Street Name Is Hidden,42,,,,,false,,,
Up ID,43,,45,,,,,,
Lanes,43,,2,,,,,,
Name,43,,SR95,,,,,,
Distance,43,,1116,,,,,,
Speed,43,,30,,,,,,
Time,43,,25.4,,,,,,
Grade,43,,0,,,,,,
Median,43,,12,,,,,,
Offset,43,,0,,,,,,
TWLTL,43,,0,,,,,,
Crosswalk Width,43,,16,,,,,,
Mandatory Distance,43,,200,,,,,,
Mandatory Distance2,43,,1320,,,,,,
Positioning Distance,43,,880,,,,,,
Positioning Distance2,43,,1760,,,,,,
Curve Pt X,43,,,,,,,,
Curve Pt Y,43,,,,,,,,
Curve Pt Z,43,,,,,,,,
Link Is Hidden,43,,false,,,,,,
Street Name Is Hidden,43,,false,,,,,,
Up ID,44,,,,33,,,,
Lanes,44,,,,1,,,,
Name,44,,,,Chenoweth Rd,,,,
Distance,44,,,,740,,,,
Speed,44,,,,30,,,,
Time,44,,,,16.8,,,,
Grade,44,,,,0,,,,
Median,44,,,,0,,,,
Offset,44,,,,0,,,,
TWLTL,44,,,,0,,,,
Crosswalk Width,44,,,,16,,,,
Mandatory Distance,44,,,,200,,,,
Mandatory Distance2,44,,,,1320,,,,
Positioning Distance,44,,,,880,,,,
Positioning Distance2,44,,,,1760,,,,
Curve Pt X,44,,,,,,,,
Curve Pt Y,44,,,,,,,,
Curve Pt Z,44,,,,,,,,
Link Is Hidden,44,,,,false,,,,
Street Name Is Hidden,44,,,,false,,,,
Up ID,45,43,40,,48,46,,,
Lanes,45,5,4,,2,3,,,
Name,45,SR95,SR95,,Mulberry Ave,Mulberry Ave,,,
Distance,45,1116,2330,,156,428,,,
Speed,45,30,30,,35,30,,,
Time,45,25.4,53.0,,3.0,9.7,,,
Grade,45,0,0,,0,0,,,
Median,45,12,12,,24,12,,,
Offset,45,0,0,,0,0,,,
TWLTL,45,0,0,,0,0,,,
Crosswalk Width,45,16,16,,16,16,,,
Mandatory Distance,45,270,270,,270,270,,,
Mandatory Distance2,45,1320,1320,,1539,1320,,,
Positioning Distance,45,880,880,,1026,880,,,
Positioning Distance2,45,1760,1760,,2052,1760,,,
Curve Pt X,45,,17414,,,,,,
Curve Pt Y,45,,23148,,,,,,
Curve Pt Z,45,,0,,,,,,
Link Is Hidden,45,false,false,,false,false,,,
Street Name Is Hidden,45,false,false,,false,false,,,
Up ID,46,,,,,,,,45
Lanes,46,,,,,,,,1
Name,46,,,,,,,,Mulberry Ave
Distance,46,,,,,,,,428
Speed,46,,,,,,,,30
Time,46,,,,,,,,9.7
Grade,46,,,,,,,,0
Median,46,,,,,,,,12
Offset,46,,,,,,,,0
TWLTL,46,,,,,,,,0
Crosswalk Width,46,,,,,,,,16
Mandatory Distance,46,,,,,,,,200
Mandatory Distance2,46,,,,,,,,1320
Positioning Distance,46,,,,,,,,880
Positioning Distance2,46,,,,,,,,1760
Curve Pt X,46,,,,,,,,
Curve Pt Y,46,,,,,,,,
Curve Pt Z,46,,,,,,,,
Link Is Hidden,46,,,,,,,,false
Street Name Is Hidden,46,,,,,,,,false
Up ID,47,,,48,,,,,
Lanes,47,,,1,,,,,
Name,47,,,Mulberry Ave,,,,,
Distance,47,,,246,,,,,
Speed,47,,,30,,,,,
Time,47,,,5.6,,,,,
Grade,47,,,0,,,,,
Median,47,,,12,,,,,
Offset,47,,,0,,,,,
TWLTL,47,,,0,,,,,
Crosswalk Width,47,,,16,,,,,
Mandatory Distance,47,,,200,,,,,
Mandatory Distance2,47,,,1320,,,,,
Positioning Distance,47,,,880,,,,,
Positioning Distance2,47,,,1760,,,,,
Curve Pt X,47,,,,,,,,
Curve Pt Y,47,,,,,,,,
Curve Pt Z,47,,,,,,,,
Link Is Hidden,47,,,false,,,,,
Street Name Is Hidden,47,,,false,,,,,
Up ID,48,50,49,45,47,,,,
Lanes,48,3,3,2,3,,,,
Name,48,S Lake Havasu Ave,S Lake Havasu Ave,Mulberry Ave,Mulberry Ave,,,,
Distance,48,753,362,156,246,,,,
Speed,48,35,35,30,35,,,,
Time,48,14.7,7.1,3.5,4.8,,,,
Grade,48,0,0,0,0,,,,
Median,48,12,12,12,12,,,,
Offset,48,0,0,0,0,,,,
TWLTL,48,0,0,0,0,,,,
Crosswalk Width,48,16,16,16,16,,,,
Mandatory Distance,48,458,458,458,458,,,,
Mandatory Distance2,48,1539,1539,1320,1539,,,,
Positioning Distance,48,1026,1026,880,1026,,,,
Positioning Distance2,48,2052,2052,1760,2052,,,,
Curve Pt X,48,,,,,,,,
Curve Pt Y,48,,,,,,,,
Curve Pt Z,48,,,,,,,,
Link Is Hidden,48,false,false,false,false,,,,
Street Name Is Hidden,48,false,false,false,false,,,,
Up ID,49,48,,,,,,,
Lanes,49,2,,,,,,,
Name,49,S Lake Havasu Ave,,,,,,,
Distance,49,362,,,,,,,
Speed,49,30,,,,,,,
Time,49,8.2,,,,,,,
Grade,49,0,,,,,,,
Median,49,12,,,,,,,
Offset,49,0,,,,,,,
TWLTL,49,0,,,,,,,
Crosswalk Width,49,16,,,,,,,
Mandatory Distance,49,200,,,,,,,
Mandatory Distance2,49,1320,,,,,,,
Positioning Distance,49,880,,,,,,,
Positioning Distance2,49,1760,,,,,,,
Curve Pt X,49,,,,,,,,
Curve Pt Y,49,,,,,,,,
Curve Pt Z,49,,,,,,,,
Link Is Hidden,49,false,,,,,,,
Street Name Is Hidden,49,false,,,,,,,
Up ID,50,,48,,,,,,
Lanes,50,,2,,,,,,
Name,50,,S Lake Havasu Ave,,,,,,
Distance,50,,753,,,,,,
Speed,50,,30,,,,,,
Time,50,,17.1,,,,,,
Grade,50,,0,,,,,,
Median,50,,12,,,,,,
Offset,50,,0,,,,,,
TWLTL,50,,0,,,,,,
Crosswalk Width,50,,16,,,,,,
Mandatory Distance,50,,200,,,,,,
Mandatory Distance2,50,,1320,,,,,,
Positioning Distance,50,,880,,,,,,
Positioning Distance2,50,,1760,,,,,,
Curve Pt X,50,,,,,,,,
Curve Pt Y,50,,,,,,,,
Curve Pt Z,50,,,,,,,,
Link Is Hidden,50,,false,,,,,,
Street Name Is Hidden,50,,false,,,,,,
Up ID,51,,,33,,,,,
Lanes,51,,,1,,,,,
Name,51,,,Chenoweth Rd,,,,,
Distance,51,,,720,,,,,
Speed,51,,,30,,,,,
Time,51,,,16.4,,,,,
Grade,51,,,0,,,,,
Median,51,,,12,,,,,
Offset,51,,,0,,,,,
TWLTL,51,,,0,,,,,
Crosswalk Width,51,,,16,,,,,
Mandatory Distance,51,,,200,,,,,
Mandatory Distance2,51,,,1320,,,,,
Positioning Distance,51,,,880,,,,,
Positioning Distance2,51,,,1760,,,,,
Curve Pt X,51,,,,,,,,
Curve Pt Y,51,,,,,,,,
Curve Pt Z,51,,,,,,,,
Link Is Hidden,51,,,false,,,,,
Street Name Is Hidden,51,,,false,,,,,
Up ID,54,,,,55,,,,
Lanes,54,,,,1,,,,
Name,54,,,,Lake Dr,,,,
Distance,54,,,,544,,,,
Speed,54,,,,30,,,,
Time,54,,,,12.4,,,,
Grade,54,,,,0,,,,
Median,54,,,,0,,,,
Offset,54,,,,0,,,,
TWLTL,54,,,,0,,,,
Crosswalk Width,54,,,,16,,,,
Mandatory Distance,54,,,,200,,,,
Mandatory Distance2,54,,,,1320,,,,
Positioning Distance,54,,,,880,,,,
Positioning Distance2,54,,,,1760,,,,
Curve Pt X,54,,,,12426,,,,
Curve Pt Y,54,,,,49283,,,,
Curve Pt Z,54,,,,0,,,,
Link Is Hidden,54,,,,false,,,,
Street Name Is Hidden,54,,,,false,,,,
Up ID,55,17,33,54,,,,,
Lanes,55,3,2,2,,,,,
Name,55,SR95,SR95,Lake Dr,,,,,
Distance,55,6885,3966,544,,,,,
Speed,55,55,55,25,,,,,
Time,55,85.4,49.2,14.8,,,,,
Grade,55,0,0,0,,,,,
Median,55,12,12,12,,,,,
Offset,55,0,0,0,,,,,
TWLTL,55,0,0,0,,,,,
Crosswalk Width,55,16,16,16,,,,,
Mandatory Distance,55,229,229,229,,,,,
Mandatory Distance2,55,2421,2421,1101,,,,,
Positioning Distance,55,1614,1614,734,,,,,
Positioning Distance2,55,3228,3228,1468,,,,,
Curve Pt X,55,13370,,12387,,,,,
Curve Pt Y,55,47004,,49249,,,,,
Curve Pt Z,55,0,,0,,,,,
Link Is Hidden,55,false,false,false,,,,,
Street Name Is Hidden,55,false,false,false,,,,,

[Lanes]
Lane Group Data
RECORDNAME,INTID,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL2,WBL,WBT,WBR,NEL,NET,NER,NER2,NWL,NWT,NWR,SEL,SET,SER,SWL,SWT,SWR,PED,HOLD
Up Node,3,6,6,,,1,1,4,,4,,,,,,,,,,,,,,,,,,,
Dest Node,3,4,1,,,6,4,1,,6,,,,,,,,,,,,,,,,,,,
Lanes,3,1,2,,,2,1,1,,1,,,,,,,,,,,,,,,,,,,
Shared,3,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Width,3,12,12,,,12,12,12,,12,,,,,,,,,,,,,,,,,,,
Storage,3,240,,,,,240,115,,,,,,,,,,,,,,,,,,,,,
Taper,3,25,,,,,25,25,,,,,,,,,,,,,,,,,,,,,
StLanes,3,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Grade,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,3,,30,,,30,,30,,,,,,,,,,,,,,,,,,,,,
Phase1,3,1,6,,,2,,,,,,,,,,,,,,,,,,,,,,,
PermPhase1,3,,,,,,2,4,,4,,,,,,,,,,,,,,,,,,,
LostTime,3,4.5,4.5,,,4.5,4.5,4.5,,4.5,,,,,,,,,,,,,,,,,,,
Lost Time Adjust,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
IdealFlow,3,1900,1900,,,1900,1900,1900,,1900,,,,,,,,,,,,,,,,,,,
SatFlow,3,1863,3539,,,3539,1863,1863,,1863,,,,,,,,,,,,,,,,,,,
SatFlowPerm,3,1863,3539,,,3539,1863,1863,,1863,,,,,,,,,,,,,,,,,,,
Allow RTOR,3,1,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,
SatFlowRTOR,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Volume,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Peds,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Bicycles,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
PHF,3,0.92,0.92,,,0.92,0.92,0.92,,0.92,,,,,,,,,,,,,,,,,,,
Growth,3,100,100,,,100,100,100,,100,,,,,,,,,,,,,,,,,,,
HeavyVehicles,3,2,2,,,2,2,2,,2,,,,,,,,,,,,,,,,,,,
BusStops,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Midblock,3,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Distance,3,,2294,,,763,,397,,,,,,,,,,,,,,,,,,,,,
TravelTime,3,,52.1,,,17.3,,9.0,,,,,,,,,,,,,,,,,,,,,
Right Channeled,3,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,
Alignment,3,0,0,,,0,1,0,,1,,,,,,,,,,,,,,,,,,,
Enter Blocked,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
HeadwayFact,3,1.00,1.00,,,1.00,1.00,1.00,,1.00,,,,,,,,,,,,,,,,,,,
Turning Speed,3,15,60,,,60,9,15,,9,,,,,,,,,,,,,,,,,,,
FirstDetect,3,20,100,,,100,20,20,,20,,,,,,,,,,,,,,,,,,,
LastDetect,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectPhase1,3,1,6,,,2,2,4,,4,,,,,,,,,,,,,,,,,,,
DetectPhase2,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectPhase3,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectPhase4,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
SwitchPhase,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
numDetects,3,1,2,,,2,1,1,,1,,,,,,,,,,,,,,,,,,,
DetectPos1,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectSize1,3,20,6,,,6,20,20,,20,,,,,,,,,,,,,,,,,,,
DetectType1,3,3,3,,,3,3,3,,3,,,,,,,,,,,,,,,,,,,
DetectExtend1,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectQueue1,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectDelay1,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectPos2,3,,94,,,94,,,,,,,,,,,,,,,,,,,,,,,
DetectSize2,3,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,
DetectType2,3,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,
DetectExtend2,3,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
Exit Lanes,3,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
CBD,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,3,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Up Node,6,7,7,,,3,3,5,,5,,,,,,,,,,,,,,,,,,,
Dest Node,6,5,3,,,7,5,3,,7,,,,,,,,,,,,,,,,,,,
Lanes,6,2,2,,,2,1,1,,1,,,,,,,,,,,,,,,,,,,
Shared,6,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Width,6,12,12,,,12,12,12,,12,,,,,,,,,,,,,,,,,,,
Storage,6,230,,,,,190,,,,,,,,,,,,,,,,,,,,,,
Taper,6,25,,,,,25,,,,,,,,,,,,,,,,,,,,,,
StLanes,6,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Grade,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,6,,55,,,55,,30,,,,,,,,,,,,,,,,,,,,,
Phase1,6,1,6,,,2,,,,,,,,,,,,,,,,,,,,,,,
PermPhase1,6,,,,,,2,4,,4,,,,,,,,,,,,,,,,,,,
LostTime,6,4.5,4.5,,,4.5,4.5,4.5,,4.5,,,,,,,,,,,,,,,,,,,
Lost Time Adjust,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
IdealFlow,6,1900,1900,,,1900,1900,1900,,1900,,,,,,,,,,,,,,,,,,,
SatFlow,6,3614,3539,,,3539,1863,1863,,1863,,,,,,,,,,,,,,,,,,,
SatFlowPerm,6,3614,3539,,,3539,1863,1863,,1863,,,,,,,,,,,,,,,,,,,
Allow RTOR,6,1,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,
SatFlowRTOR,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Volume,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Peds,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Bicycles,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
PHF,6,0.92,0.92,,,0.92,0.92,0.92,,0.92,,,,,,,,,,,,,,,,,,,
Growth,6,100,100,,,100,100,100,,100,,,,,,,,,,,,,,,,,,,
HeavyVehicles,6,2,2,,,2,2,2,,2,,,,,,,,,,,,,,,,,,,
BusStops,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Midblock,6,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Distance,6,,1058,,,2294,,390,,,,,,,,,,,,,,,,,,,,,
TravelTime,6,,13.1,,,28.4,,8.9,,,,,,,,,,,,,,,,,,,,,
Right Channeled,6,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,
Alignment,6,0,0,,,0,1,0,,1,,,,,,,,,,,,,,,,,,,
Enter Blocked,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
HeadwayFact,6,1.00,1.00,,,1.00,1.00,1.00,,1.00,,,,,,,,,,,,,,,,,,,
Turning Speed,6,15,60,,,60,9,15,,9,,,,,,,,,,,,,,,,,,,
FirstDetect,6,20,100,,,100,20,20,,20,,,,,,,,,,,,,,,,,,,
LastDetect,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectPhase1,6,1,6,,,2,2,4,,4,,,,,,,,,,,,,,,,,,,
DetectPhase2,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectPhase3,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectPhase4,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
SwitchPhase,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
numDetects,6,1,2,,,2,1,1,,1,,,,,,,,,,,,,,,,,,,
DetectPos1,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectSize1,6,20,6,,,6,20,20,,20,,,,,,,,,,,,,,,,,,,
DetectType1,6,3,3,,,3,3,3,,3,,,,,,,,,,,,,,,,,,,
DetectExtend1,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectQueue1,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectDelay1,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectPos2,6,,94,,,94,,,,,,,,,,,,,,,,,,,,,,,
DetectSize2,6,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,
DetectType2,6,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,
DetectExtend2,6,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
Exit Lanes,6,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
CBD,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,6,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Up Node,7,9,9,,,6,6,8,,8,,,,,,,,,,,,,,,,,,,
Dest Node,7,8,6,,,9,8,6,,9,,,,,,,,,,,,,,,,,,,
Lanes,7,2,2,,,2,1,1,,2,,,,,,,,,,,,,,,,,,,
Shared,7,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Width,7,12,12,,,12,12,12,,12,,,,,,,,,,,,,,,,,,,
Storage,7,225,,,,,165,210,,,,,,,,,,,,,,,,,,,,,
Taper,7,25,,,,,25,25,,,,,,,,,,,,,,,,,,,,,
StLanes,7,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Grade,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,7,,55,,,55,,30,,,,,,,,,,,,,,,,,,,,,
Phase1,7,1,6,,,2,,,,,,,,,,,,,,,,,,,,,,,
PermPhase1,7,,,,,,2,4,,4,,,,,,,,,,,,,,,,,,,
LostTime,7,4.5,4.5,,,4.5,4.5,4.5,,4.5,,,,,,,,,,,,,,,,,,,
Lost Time Adjust,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
IdealFlow,7,1900,1900,,,1900,1900,1900,,1900,,,,,,,,,,,,,,,,,,,
SatFlow,7,3614,3539,,,3539,1863,1863,,3278,,,,,,,,,,,,,,,,,,,
SatFlowPerm,7,3614,3539,,,3539,1863,1863,,3278,,,,,,,,,,,,,,,,,,,
Allow RTOR,7,1,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,
SatFlowRTOR,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Volume,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Peds,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Bicycles,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
PHF,7,0.92,0.92,,,0.92,0.92,0.92,,0.92,,,,,,,,,,,,,,,,,,,
Growth,7,100,100,,,100,100,100,,100,,,,,,,,,,,,,,,,,,,
HeavyVehicles,7,2,2,,,2,2,2,,2,,,,,,,,,,,,,,,,,,,
BusStops,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Midblock,7,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Distance,7,,1099,,,1058,,393,,,,,,,,,,,,,,,,,,,,,
TravelTime,7,,13.6,,,13.1,,8.9,,,,,,,,,,,,,,,,,,,,,
Right Channeled,7,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,
Alignment,7,0,0,,,0,1,0,,1,,,,,,,,,,,,,,,,,,,
Enter Blocked,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
HeadwayFact,7,1.00,1.00,,,1.00,1.00,1.00,,1.00,,,,,,,,,,,,,,,,,,,
Turning Speed,7,15,60,,,60,9,15,,9,,,,,,,,,,,,,,,,,,,
FirstDetect,7,20,100,,,100,20,20,,20,,,,,,,,,,,,,,,,,,,
LastDetect,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectPhase1,7,1,6,,,2,2,4,,4,,,,,,,,,,,,,,,,,,,
DetectPhase2,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectPhase3,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectPhase4,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
SwitchPhase,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
numDetects,7,1,2,,,2,1,1,,1,,,,,,,,,,,,,,,,,,,
DetectPos1,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectSize1,7,20,6,,,6,20,20,,20,,,,,,,,,,,,,,,,,,,
DetectType1,7,3,3,,,3,3,3,,3,,,,,,,,,,,,,,,,,,,
DetectExtend1,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectQueue1,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectDelay1,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
DetectPos2,7,,94,,,94,,,,,,,,,,,,,,,,,,,,,,,
DetectSize2,7,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,
DetectType2,7,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,
DetectExtend2,7,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
Exit Lanes,7,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
CBD,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,7,0,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,
Up Node,9,12,12,12,7,7,7,10,10,10,,11,11,11,,,,,,,,,,,,,,,
Dest Node,9,10,7,11,11,12,10,7,11,12,,12,10,7,,,,,,,,,,,,,,,
Lanes,9,2,2,1,1,2,1,1,1,1,,1,2,0,,,,,,,,,,,,,,,
Shared,9,0,0,,0,0,,0,2,,,0,0,,,,,,,,,,,,,,,,
Width,9,12,12,12,12,12,12,12,12,12,,12,12,12,,,,,,,,,,,,,,,
Storage,9,240,,180,270,,180,210,,,,,,,,,,,,,,,,,,,,,
Taper,9,25,,25,25,,25,25,,,,,,,,,,,,,,,,,,,,,
StLanes,9,2,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,
Grade,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,9,,55,,,55,,,30,,,,30,,,,,,,,,,,,,,,,
Phase1,9,1,6,,5,2,,,4,,,,8,,,,,,,,,,,,,,,,
PermPhase1,9,,,6,,,2,4,,4,,8,,,,,,,,,,,,,,,,,
LostTime,9,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,4.5,4.5,4,,,,,,,,,,,,,,,
Lost Time Adjust,9,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,
