[Network]
Network Settings
RECORDNAME,DATA
UTDFVERSION,8
Metric,0
yellowTime,3.5
allRedTime,1.0
Walk,7.0
DontWalk,11.0
HV,0.02
PHF,0.92
DefWidth,12
DefFlow,1900
vehLength,25
heavyvehlength,45
criticalgap,4.5
followuptime,2.5
stopthresholdspeed,5.0
criticalmergegap,3.7
growth,1.00
PedSpeed,3.5
LostTimeAdjust,0.0
ScenarioDate,03/25/2021

[Nodes]
Node Data
INTID,TYPE,X,Y,Z,DESCRIPTION,CBD,Inside Radius,Outside Radius,Roundabout Lanes,Circle Speed
2,0,9469,10754,0,,,,,,
3,2,6879,5140,0,,,,,,
4,1,8951,10783,0,,,,,,
5,0,17922,12891,0,,,,,,
6,0,10251,10736,0,,,,,,
7,1,10249,10963,0,,,,,,
8,1,9677,17580,0,,,,,,
9,0,11312,10875,0,,,,,,
10,1,10253,10515,0,,,,,,
11,1,11312,11136,0,,,,,,
12,1,11374,10694,0,,,,,,
13,0,9523,12317,0,,,,,,
14,1,9834,12311,0,,,,,,
15,2,9350,12314,0,,,,,,
16,1,9286,12383,0,,,,,,
17,0,9586,14218,0,,,,,,
18,1,9381,14222,0,,,,,,
19,1,9884,14212,0,,,,,,
20,0,9435,9279,0,,,,,,
21,1,9215,9282,0,,,,,,
22,1,9683,9275,0,,,,,,
23,1,18601,13211,0,,,,,,
24,0,8790,7115,0,,,,,,
25,1,8580,7273,0,,,,,,
26,1,9060,6913,0,,,,,,
28,1,17784,13296,0,,,,,,
29,1,18099,12621,0,,,,,,
30,4,9652,16951,0,,,28,40,1,18
31,1,6706,1816,0,,,,,,
Positioning Distance2,28,1760,,,,,,,
Curve Pt X,28,17787,,,,,,,
Curve Pt Y,28,13248,,,,,,,
Curve Pt Z,28,0,,,,,,,
Link Is Hidden,28,false,,,,,,,
Street Name Is Hidden,28,false,,,,,,,
Up ID,29,,5,,,,,,
Lanes,29,,1,,,,,,
Name,29,,,,,,,,
Distance,29,,323,,,,,,
Speed,29,,30,,,,,,
Time,29,,7.3,,,,,,
Grade,29,,0,,,,,,
Median,29,,0,,,,,,
Offset,29,,0,,,,,,
TWLTL,29,,0,,,,,,
Crosswalk Width,29,,16,,,,,,
Mandatory Distance,29,,200,,,,,,
Mandatory Distance2,29,,1320,,,,,,
Positioning Distance,29,,880,,,,,,
Positioning Distance2,29,,1760,,,,,,
Curve Pt X,29,,,,,,,,
Curve Pt Y,29,,,,,,,,
Curve Pt Z,29,,,,,,,,
Link Is Hidden,29,,false,,,,,,
Street Name Is Hidden,29,,false,,,,,,
Up ID,30,17,8,38,39,,,,
Lanes,30,2,2,2,1,,,,
Name,30,,,,,,,,
Distance,30,2734,629,556,365,,,,
Speed,30,30,30,30,30,,,,
Time,30,62.1,14.3,12.6,8.3,,,,
Grade,30,0,0,0,0,,,,
Median,30,12,12,0,0,,,,
Offset,30,0,0,0,0,,,,
TWLTL,30,0,0,0,0,,,,
Crosswalk Width,30,16,16,16,16,,,,
Mandatory Distance,30,200,200,200,200,,,,
Mandatory Distance2,30,1320,1320,1320,1320,,,,
Positioning Distance,30,880,880,880,880,,,,
Positioning Distance2,30,1760,1760,1760,1760,,,,
Curve Pt X,30,,,,,,,,
Curve Pt Y,30,,,,,,,,
Curve Pt Z,30,,,,,,,,
Link Is Hidden,30,false,false,false,false,,,,
Street Name Is Hidden,30,false,false,false,false,,,,
Up ID,31,,34,,,,,,
Lanes,31,,2,,,,,,
Name,31,,,,,,,,
Distance,31,,1304,,,,,,
Speed,31,,30,,,,,,
Time,31,,29.6,,,,,,
Grade,31,,0,,,,,,
Median,31,,0,,,,,,
Offset,31,,0,,,,,,
TWLTL,31,,0,,,,,,
Crosswalk Width,31,,16,,,,,,
Mandatory Distance,31,,200,,,,,,
Mandatory Distance2,31,,1320,,,,,,
Positioning Distance,31,,880,,,,,,
Positioning Distance2,31,,1760,,,,,,
Curve Pt X,31,,,,,,,,
Curve Pt Y,31,,,,,,,,
Curve Pt Z,31,,,,,,,,
Link Is Hidden,31,,false,,,,,,
Street Name Is Hidden,31,,false,,,,,,
Up ID,32,35,3,,,34,,,
Lanes,32,2,2,,,0,,,
Name,32,,,,,,,,
Distance,32,1746,294,,,1757,,,
Speed,32,30,30,,,30,,,
Time,32,39.7,6.7,,,39.9,,,
Grade,32,0,0,,,0,,,
Median,32,0,0,,,0,,,
Offset,32,0,0,,,0,,,
TWLTL,32,0,0,,,0,,,
Crosswalk Width,32,16,16,,,16,,,
Mandatory Distance,32,200,200,,,200,,,
Mandatory Distance2,32,1320,1320,,,1320,,,
Positioning Distance,32,880,880,,,880,,,
Positioning Distance2,32,1760,1760,,,1760,,,
Curve Pt X,32,,,,,,,,
Curve Pt Y,32,,,,,,,,
Curve Pt Z,32,,,,,,,,
Link Is Hidden,32,false,false,,,false,,,
Street Name Is Hidden,32,false,false,,,false,,,
Up ID,33,,35,,,,,,
Lanes,33,,0,,,,,,
Name,33,,,,,,,,
Distance,33,,1294,,,,,,
Speed,33,,30,,,,,,
Time,33,,29.4,,,,,,
Grade,33,,0,,,,,,
Median,33,,0,,,,,,
Offset,33,,0,,,,,,
TWLTL,33,,0,,,,,,
Crosswalk Width,33,,16,,,,,,
Mandatory Distance,33,,200,,,,,,
Mandatory Distance2,33,,1320,,,,,,
Positioning Distance,33,,880,,,,,,
Positioning Distance2,33,,1760,,,,,,
Curve Pt X,33,,,,,,,,
Curve Pt Y,33,,,,,,,,
Curve Pt Z,33,,,,,,,,
Link Is Hidden,33,,false,,,,,,
Street Name Is Hidden,33,,false,,,,,,
Up ID,34,31,32,36,35,,,,
Lanes,34,0,4,2,1,,,,
Name,34,,,,,,,,
Distance,34,1304,1757,199,104,,,,
Speed,34,30,30,30,30,,,,
Time,34,29.6,39.9,4.5,2.4,,,,
Grade,34,0,0,0,0,,,,
Median,34,12,12,0,0,,,,
Offset,34,0,0,0,0,,,,
TWLTL,34,0,0,0,0,,,,
Crosswalk Width,34,16,16,16,16,,,,
Mandatory Distance,34,200,200,200,200,,,,
Mandatory Distance2,34,1320,1320,1320,1320,,,,
Positioning Distance,34,880,880,880,880,,,,
Positioning Distance2,34,1760,1760,1760,1760,,,,
Curve Pt X,34,,,,,,,,
Curve Pt Y,34,,,,,,,,
Curve Pt Z,34,,,,,,,,
Link Is Hidden,34,false,false,false,false,,,,
Street Name Is Hidden,34,false,false,false,false,,,,
Up ID,35,33,32,34,37,,,,
Lanes,35,4,0,1,2,,,,
Name,35,,,,,,,,
Distance,35,1294,1746,104,234,,,,
Speed,35,30,30,30,30,,,,
Time,35,29.4,39.7,2.4,5.3,,,,
Grade,35,0,0,0,0,,,,
Median,35,12,12,0,0,,,,
Offset,35,0,0,0,0,,,,
TWLTL,35,0,0,0,0,,,,
Crosswalk Width,35,16,16,16,16,,,,
Mandatory Distance,35,200,200,200,200,,,,
Mandatory Distance2,35,1320,1320,1320,1320,,,,
Positioning Distance,35,880,880,880,880,,,,
Positioning Distance2,35,1760,1760,1760,1760,,,,
Curve Pt X,35,,,,,,,,
Curve Pt Y,35,,,,,,,,
Curve Pt Z,35,,,,,,,,
Link Is Hidden,35,false,false,false,false,,,,
Street Name Is Hidden,35,false,false,false,false,,,,
Up ID,36,,,,34,,,,
Lanes,36,,,,1,,,,
Name,36,,,,,,,,
Distance,36,,,,199,,,,
Speed,36,,,,30,,,,
Time,36,,,,4.5,,,,
Grade,36,,,,0,,,,
Median,36,,,,0,,,,
Offset,36,,,,0,,,,
TWLTL,36,,,,0,,,,
Crosswalk Width,36,,,,16,,,,
Mandatory Distance,36,,,,200,,,,
Mandatory Distance2,36,,,,1320,,,,
Positioning Distance,36,,,,880,,,,
Positioning Distance2,36,,,,1760,,,,
Curve Pt X,36,,,,,,,,
Curve Pt Y,36,,,,,,,,
Curve Pt Z,36,,,,,,,,
Link Is Hidden,36,,,,false,,,,
Street Name Is Hidden,36,,,,false,,,,
Up ID,37,,,35,,,,,
Lanes,37,,,1,,,,,
Name,37,,,,,,,,
Distance,37,,,234,,,,,
Speed,37,,,30,,,,,
Time,37,,,5.3,,,,,
Grade,37,,,0,,,,,
Median,37,,,0,,,,,
Offset,37,,,0,,,,,
TWLTL,37,,,0,,,,,
Crosswalk Width,37,,,16,,,,,
Mandatory Distance,37,,,200,,,,,
Mandatory Distance2,37,,,1320,,,,,
Positioning Distance,37,,,880,,,,,
Positioning Distance2,37,,,1760,,,,,
Curve Pt X,37,,,,,,,,
Curve Pt Y,37,,,,,,,,
Curve Pt Z,37,,,,,,,,
Link Is Hidden,37,,,false,,,,,
Street Name Is Hidden,37,,,false,,,,,
Up ID,38,,,,30,,,,
Lanes,38,,,,1,,,,
Name,38,,,,,,,,
Distance,38,,,,556,,,,
Speed,38,,,,30,,,,
Time,38,,,,12.6,,,,
Grade,38,,,,0,,,,
Median,38,,,,0,,,,
Offset,38,,,,0,,,,
TWLTL,38,,,,0,,,,
Crosswalk Width,38,,,,16,,,,
Mandatory Distance,38,,,,200,,,,
Mandatory Distance2,38,,,,1320,,,,
Positioning Distance,38,,,,880,,,,
Positioning Distance2,38,,,,1760,,,,
Curve Pt X,38,,,,,,,,
Curve Pt Y,38,,,,,,,,
Curve Pt Z,38,,,,,,,,
Link Is Hidden,38,,,,false,,,,
Street Name Is Hidden,38,,,,false,,,,
Up ID,39,,,30,,,,,
Lanes,39,,,1,,,,,
Name,39,,,,,,,,
Distance,39,,,365,,,,,
Speed,39,,,30,,,,,
Time,39,,,8.3,,,,,
Grade,39,,,0,,,,,
Median,39,,,0,,,,,
Offset,39,,,0,,,,,
TWLTL,39,,,0,,,,,
Crosswalk Width,39,,,16,,,,,
Mandatory Distance,39,,,200,,,,,
Mandatory Distance2,39,,,1320,,,,,
Positioning Distance,39,,,880,,,,,
Positioning Distance2,39,,,1760,,,,,
Curve Pt X,39,,,,,,,,
Curve Pt Y,39,,,,,,,,
Curve Pt Z,39,,,,,,,,
Link Is Hidden,39,,,false,,,,,
Street Name Is Hidden,39,,,false,,,,,

[Lanes]
Lane Group Data
RECORDNAME,INTID,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL,WBT,WBR,NEL,NET,NER,NWL,NWT,NWR,SEL,SET,SER,SWL,SWT,SWR,PED,HOLD
Up Node,2,20,20,20,13,13,13,4,4,4,6,6,6,,,,,,,,,,,,,,
Dest Node,2,4,13,6,6,20,4,13,6,20,20,4,13,,,,,,,,,,,,,,
Lanes,2,1,2,1,2,2,1,2,2,0,2,1,1,,,,,,,,,,,,,,
Shared,2,0,0,,0,0,,0,2,,0,0,,,,,,,,,,,,,,,
Width,2,12,12,12,12,12,12,12,12,12,12,12,12,,,,,,,,,,,,,,
Storage,2,160,,500,250,,150,80,,,,,350,,,,,,,,,,,,,,
Taper,2,25,,25,25,,25,25,,,,,25,,,,,,,,,,,,,,
StLanes,2,1,,1,2,,1,2,,,,,1,,,,,,,,,,,,,,
Grade,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,2,,30,,,30,,,30,,,30,,,,,,,,,,,,,,,
Phase1,2,5,2,,1,6,,7,4,,3,8,,,,,,,,,,,,,,,
PermPhase1,2,,,2,,,6,,,,,,8,,,,,,,,,,,,,,
LostTime,2,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4,4.5,4.5,4.5,,,,,,,,,,,,,,
Lost Time Adjust,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
IdealFlow,2,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,,,,,,,,,,,,,
SatFlow,2,1863,3539,1863,3614,3539,1863,3614,3539,0,3614,1863,1863,,,,,,,,,,,,,,
SatFlowPerm,2,1863,3539,1863,3614,3539,1863,3614,3539,0,3614,1863,1863,,,,,,,,,,,,,,
Allow RTOR,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
SatFlowRTOR,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Volume,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Peds,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Bicycles,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
PHF,2,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,
Growth,2,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,
HeavyVehicles,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,
BusStops,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Midblock,2,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,
Distance,2,,1475,,,1564,,,519,,,782,,,,,,,,,,,,,,,
TravelTime,2,,33.5,,,35.5,,,11.8,,,17.8,,,,,,,,,,,,,,,
Right Channeled,2,,,2,,,0,,,0,,,0,,,,,,,,,,,,,,
Right Radius,2,,,50,,,,,,,,,,,,,,,,,,,,,,,
Add Lanes,2,,,1,,,,,,,,,,,,,,,,,,,,,,,
Alignment,2,0,0,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,,
Enter Blocked,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
HeadwayFact,2,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,
Turning Speed,2,15,60,9,15,60,9,15,60,9,15,60,9,,,,,,,,,,,,,,
FirstDetect,2,20,100,20,20,100,20,20,100,,20,100,20,,,,,,,,,,,,,,
LastDetect,2,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,
DetectPhase1,2,5,2,2,1,6,6,7,4,,3,8,8,,,,,,,,,,,,,,
DetectPhase2,2,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,
DetectPhase3,2,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,
DetectPhase4,2,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,
SwitchPhase,2,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,
numDetects,2,1,2,1,1,2,1,1,2,,1,2,1,,,,,,,,,,,,,,
DetectPos1,2,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,
DetectSize1,2,20,6,20,20,6,20,20,6,,20,6,20,,,,,,,,,,,,,,
DetectType1,2,3,3,3,3,3,3,3,3,,3,3,3,,,,,,,,,,,,,,
DetectExtend1,2,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,
DetectQueue1,2,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,
DetectDelay1,2,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,
DetectPos2,2,,94,,,94,,,94,,,94,,,,,,,,,,,,,,,
DetectSize2,2,,6,,,6,,,6,,,6,,,,,,,,,,,,,,,
DetectType2,2,,3,,,3,,,3,,,3,,,,,,,,,,,,,,,
DetectExtend2,2,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,
Exit Lanes,2,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,
CBD,2,,0,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Up Node,5,29,29,29,28,28,28,9,9,9,23,23,23,,,,,,,,,,,,,,
Dest Node,5,9,28,23,23,29,9,28,23,29,29,9,28,,,,,,,,,,,,,,
Lanes,5,0,1,0,1,1,0,1,2,1,1,2,1,,,,,,,,,,,,,,
Shared,5,0,3,,0,2,,0,0,,0,0,,,,,,,,,,,,,,,
Width,5,12,12,12,12,12,12,12,12,12,12,12,12,,,,,,,,,,,,,,
Storage,5,,,,150,,,220,,440,160,,180,,,,,,,,,,,,,,
Taper,5,,,,25,,,25,,25,25,,25,,,,,,,,,,,,,,
StLanes,5,,,,1,,,1,,1,1,,1,,,,,,,,,,,,,,
Grade,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,5,,30,,,30,,,30,,,30,,,,,,,,,,,,,,,
Phase1,5,2,2,,,6,,7,4,,3,8,,,,,,,,,,,,,,,
PermPhase1,5,,,,6,,,4,,4,8,,8,,,,,,,,,,,,,,
LostTime,5,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4.5,4.5,4.5,4.5,,,,,,,,,,,,,,
Lost Time Adjust,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
IdealFlow,5,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,,,,,,,,,,,,,
SatFlow,5,0,1863,0,1863,1863,0,1863,3539,1863,1863,3539,1863,,,,,,,,,,,,,,
SatFlowPerm,5,0,1863,0,1863,1863,0,1863,3539,1863,1863,3539,1863,,,,,,,,,,,,,,
Allow RTOR,5,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
SatFlowRTOR,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Volume,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Peds,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Bicycles,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
PHF,5,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,
Growth,5,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,
HeavyVehicles,5,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,
BusStops,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Midblock,5,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,
Distance,5,,323,,,434,,,7026,,,751,,,,,,,,,,,,,,,
TravelTime,5,,7.3,,,9.9,,,159.7,,,17.1,,,,,,,,,,,,,,,
Right Channeled,5,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,
Alignment,5,0,0,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,,
Enter Blocked,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
HeadwayFact,5,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,
Turning Speed,5,15,60,9,15,60,9,15,60,9,15,60,9,,,,,,,,,,,,,,
FirstDetect,5,20,100,,20,100,,20,100,20,20,100,20,,,,,,,,,,,,,,
LastDetect,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,
DetectPhase1,5,2,2,,6,6,,7,4,4,3,8,8,,,,,,,,,,,,,,
DetectPhase2,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,
DetectPhase3,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,
DetectPhase4,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,
SwitchPhase,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,
numDetects,5,1,2,,1,2,,1,2,1,1,2,1,,,,,,,,,,,,,,
DetectPos1,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,
DetectSize1,5,20,6,,20,6,,20,6,20,20,6,20,,,,,,,,,,,,,,
DetectType1,5,3,3,,3,3,,3,3,3,3,3,3,,,,,,,,,,,,,,
DetectExtend1,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,
DetectQueue1,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,
DetectDelay1,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,
DetectPos2,5,,94,,,94,,,94,,,94,,,,,,,,,,,,,,,
DetectSize2,5,,6,,,6,,,6,,,6,,,,,,,,,,,,,,,
DetectType2,5,,3,,,3,,,3,,,3,,,,,,,,,,,,,,,
DetectExtend2,5,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,
Exit Lanes,5,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,
CBD,5,,0,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Up Node,6,10,10,10,7,7,7,2,2,2,9,9,9,,,,,,,,,,,,,,
Dest Node,6,2,7,9,9,10,2,7,9,10,10,2,7,,,,,,,,,,,,,,
Lanes,6,0,1,0,0,1,1,1,3,0,1,3,0,,,,,,,,,,,,,,
Shared,6,0,3,,0,1,,0,2,,0,0,,,,,,,,,,,,,,,
Width,6,12,12,12,12,12,12,12,12,12,12,12,12,,,,,,,,,,,,,,
Storage,6,,,,,,,220,,,220,,,,,,,,,,,,,,,,
Taper,6,,,,,,,25,,,25,,,,,,,,,,,,,,,,
StLanes,6,,,,,,,1,,,1,,,,,,,,,,,,,,,,
Grade,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,6,,30,,,30,,,30,,,30,,,,,,,,,,,,,,,
Phase1,6,,2,,,6,,7,4,,3,8,,,,,,,,,,,,,,,
PermPhase1,6,2,,,6,,6,4,,,8,,,,,,,,,,,,,,,,
LostTime,6,4.5,4.5,4,4.5,4.5,4.5,4.5,4.5,4,4.5,4.5,4,,,,,,,,,,,,,,
Lost Time Adjust,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
IdealFlow,6,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,,,,,,,,,,,,,
SatFlow,6,0,1863,0,0,1863,1863,1863,5085,0,1863,5085,0,,,,,,,,,,,,,,
SatFlowPerm,6,0,1863,0,0,1863,1863,1863,5085,0,1863,5085,0,,,,,,,,,,,,,,
Allow RTOR,6,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
SatFlowRTOR,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Volume,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Peds,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Bicycles,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
PHF,6,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,
Growth,6,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,
HeavyVehicles,6,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,
BusStops,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Midblock,6,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,
Distance,6,,221,,,227,,,782,,,1075,,,,,,,,,,,,,,,
TravelTime,6,,5.0,,,5.2,,,17.8,,,24.4,,,,,,,,,,,,,,,
Right Channeled,6,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,
Alignment,6,0,0,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,,
Enter Blocked,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
HeadwayFact,6,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,
Turning Speed,6,15,60,9,15,60,9,15,60,9,15,60,9,,,,,,,,,,,,,,
FirstDetect,6,20,100,,20,100,20,20,100,,20,100,,,,,,,,,,,,,,,
LastDetect,6,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,
DetectPhase1,6,2,2,,6,6,6,7,4,,3,8,,,,,,,,,,,,,,,
DetectPhase2,6,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,
DetectPhase3,6,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,
DetectPhase4,6,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,
SwitchPhase,6,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,
numDetects,6,1,2,,1,2,1,1,2,,1,2,,,,,,,,,,,,,,,
DetectPos1,6,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,
DetectSize1,6,20,6,,20,6,20,20,6,,20,6,,,,,,,,,,,,,,,
DetectType1,6,3,3,,3,3,3,3,3,,3,3,,,,,,,,,,,,,,,
DetectExtend1,6,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,
DetectQueue1,6,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,
DetectDelay1,6,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,
DetectPos2,6,,94,,,94,,,94,,,94,,,,,,,,,,,,,,,
DetectSize2,6,,6,,,6,,,6,,,6,,,,,,,,,,,,,,,
DetectType2,6,,3,,,3,,,3,,,3,,,,,,,,,,,,,,,
DetectExtend2,6,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,
Exit Lanes,6,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,
CBD,6,,0,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Up Node,9,12,12,12,11,11,11,6,6,6,5,5,5,,,,,,,,,,,,,,
Dest Node,9,6,11,5,5,12,6,11,5,12,12,6,11,,,,,,,,,,,,,,
Lanes,9,1,1,0,1,1,0,1,2,1,1,3,0,,,,,,,,,,,,,,
Shared,9,0,2,,0,2,,0,0,,0,0,,,,,,,,,,,,,,,
Width,9,12,12,12,12,12,12,12,12,12,12,12,12,,,,,,,,,,,,,,
Storage,9,,,,,,,250,,,290,,,,,,,,,,,,,,,,
Taper,9,,,,,,,25,,,25,,,,,,,,,,,,,,,,
StLanes,9,,,,,,,1,,,1,,,,,,,,,,,,,,,,
Grade,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,9,,30,,,30,,,30,,,30,,,,,,,,,,,,,,,
Phase1,9,,2,,,6,,,4,,,8,,,,,,,,,,,,,,,
PermPhase1,9,2,,,6,,,4,,4,8,,,,,,,,,,,,,,,,
LostTime,9,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4.5,4.5,4.5,4,,,,,,,,,,,,,,
Lost Time Adjust,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
IdealFlow,9,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,,,,,,,,,,,,,
SatFlow,9,1863,1863,0,1863,1863,0,1863,3539,1863,1863,5085,0,,,,,,,,,,,,,,
SatFlowPerm,9,1863,1863,0,1863,1863,0,1863,3539,1863,1863,5085,0,,,,,,,,,,,,,,
Allow RTOR,9,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
SatFlowRTOR,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Volume,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Peds,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Bicycles,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
PHF,9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,
Growth,9,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,
HeavyVehicles,9,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,
BusStops,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Midblock,9,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,
Distance,9,,191,,,261,,,1075,,,7026,,,,,,,,,,,,,,,
